Ticker,Date,Time,Open ,HighV,LowV,Close ,Volume
NIFTY25JUN2010000PE,2020-05-29,10:48:00,621.0,628.8,621.0,628.15,825
NIFTY25JUN2010000PE,2020-05-29,10:49:00,628.15,628.4,628.15,628.4,300
NIFTY25JUN2010000PE,2020-05-29,10:50:00,628.4,636.05,628.4,636.05,1050
NIFTY25JUN2010000PE,2020-05-29,10:51:00,636.05,636.05,630.05,630.05,75
NIFTY25JUN2010000PE,2020-05-29,10:52:00,630.75,633.3,629.25,633.3,600
NIFTY25JUN2010000PE,2020-05-29,10:53:00,633.3,633.3,625.6,625.6,225
NIFTY25JUN2010000PE,2020-05-29,10:54:00,625.6,627.4,625.6,627.4,225
NIFTY25JUN2010000PE,2020-05-29,10:55:00,627.4,633.0,625.0,633.0,1275
NIFTY25JUN2010000PE,2020-05-29,10:56:00,633.0,637.75,633.0,637.15,675
NIFTY25JUN2010000PE,2020-05-29,10:57:00,637.15,640.0,637.15,640.0,225
NIFTY25JUN2010000PE,2020-05-29,10:58:00,640.0,640.0,635.0,635.0,525
NIFTY25JUN2010000PE,2020-05-29,10:59:00,635.0,637.55,635.0,636.8,150
NIFTY25JUN2010000PE,2020-05-29,11:00:00,636.8,638.0,635.0,635.0,375
NIFTY25JUN2010000PE,2020-05-29,11:02:00,635.0,635.0,628.85,630.1,675
NIFTY25JUN2010000PE,2020-05-29,11:03:00,630.1,630.1,623.6,623.6,1275
NIFTY25JUN2010000PE,2020-05-29,11:04:00,623.6,626.8,623.6,626.7,525
NIFTY25JUN2010000PE,2020-05-29,11:05:00,626.7,629.95,626.7,629.25,750
NIFTY25JUN2010000PE,2020-05-29,11:06:00,629.25,629.25,624.45,625.5,525
NIFTY25JUN2010000PE,2020-05-29,11:07:00,625.5,625.5,619.0,619.0,675
NIFTY25JUN2010000PE,2020-05-29,11:08:00,619.0,619.0,616.65,616.7,450
NIFTY25JUN2010000PE,2020-05-29,11:09:00,616.7,616.7,613.0,616.4,450
NIFTY25JUN2010000PE,2020-05-29,11:10:00,616.4,625.0,616.4,625.0,525
NIFTY25JUN2010000PE,2020-05-29,11:11:00,628.5,628.75,624.55,625.4,975
NIFTY25JUN2010000PE,2020-05-29,11:12:00,623.5,627.45,623.5,626.8,600
NIFTY25JUN2010000PE,2020-05-29,11:13:00,626.8,626.8,623.95,623.95,975
NIFTY25JUN2010000PE,2020-05-29,11:17:00,623.95,628.75,620.0,620.0,975
NIFTY25JUN2010000PE,2020-05-29,11:18:00,620.0,623.65,620.0,623.65,75
NIFTY25JUN2010000PE,2020-05-29,11:19:00,623.65,623.65,620.0,620.0,750
NIFTY25JUN2010000PE,2020-05-29,11:20:00,620.0,620.0,620.0,620.0,75
NIFTY25JUN2010000PE,2020-05-29,11:21:00,620.0,623.75,620.0,623.75,75
NIFTY25JUN2010000PE,2020-05-29,11:25:00,623.75,625.0,623.75,624.95,150
NIFTY25JUN2010000PE,2020-05-29,11:26:00,624.95,624.95,620.0,620.0,225
NIFTY25JUN2010000PE,2020-05-29,11:28:00,620.0,622.75,620.0,622.75,375
NIFTY25JUN2010000PE,2020-05-29,11:29:00,622.75,624.0,622.75,624.0,150
NIFTY25JUN2010000PE,2020-05-29,11:32:00,624.0,624.0,615.0,615.0,450
NIFTY25JUN2010000PE,2020-05-29,11:33:00,615.0,615.0,611.0,611.0,225
NIFTY25JUN2010000PE,2020-05-29,11:34:00,611.0,611.0,611.0,611.0,75
NIFTY25JUN2010000PE,2020-05-29,11:35:00,611.0,611.0,605.0,608.55,525
NIFTY25JUN2010000PE,2020-05-29,11:37:00,608.55,617.35,608.55,617.35,75
NIFTY25JUN2010000PE,2020-05-29,11:38:00,617.35,622.5,617.35,622.0,225
NIFTY25JUN2010000PE,2020-05-29,11:40:00,622.0,623.0,622.0,622.1,150
NIFTY25JUN2010000PE,2020-05-29,11:41:00,622.1,629.0,620.7,629.0,375
NIFTY25JUN2010000PE,2020-05-29,11:42:00,629.0,635.6,629.0,635.0,1650
NIFTY25JUN2010000PE,2020-05-29,11:43:00,635.0,635.0,633.05,633.05,1200
NIFTY25JUN2010000PE,2020-05-29,11:45:00,633.05,633.05,629.75,629.75,75
NIFTY25JUN2010000PE,2020-05-29,11:46:00,629.75,642.0,629.75,642.0,1500
NIFTY25JUN2010000PE,2020-05-29,11:47:00,640.0,648.3,640.0,648.3,600
NIFTY25JUN2010000PE,2020-05-29,11:48:00,648.3,648.3,642.5,645.35,225
NIFTY25JUN2010000PE,2020-05-29,11:49:00,645.35,646.0,645.35,646.0,75
NIFTY25JUN2010000PE,2020-05-29,11:50:00,646.0,646.0,641.1,641.1,150
NIFTY25JUN2010000PE,2020-05-29,11:51:00,641.1,646.3,641.1,645.95,525
NIFTY25JUN2010000PE,2020-05-29,11:52:00,645.95,645.95,644.7,644.7,75
NIFTY25JUN2010000PE,2020-05-29,11:53:00,644.7,644.7,641.8,641.8,150
NIFTY25JUN2010000PE,2020-05-29,11:54:00,641.8,643.55,641.8,643.55,225
NIFTY25JUN2010000PE,2020-05-29,11:55:00,643.55,648.5,643.55,648.5,75
NIFTY25JUN2010000PE,2020-05-29,12:00:00,648.5,655.0,648.5,653.15,525
NIFTY25JUN2010000PE,2020-05-29,12:02:00,653.15,654.75,653.15,654.75,75
NIFTY25JUN2010000PE,2020-05-29,12:03:00,654.75,659.7,654.75,659.7,150
NIFTY25JUN2010000PE,2020-05-29,12:04:00,659.7,664.0,659.7,664.0,150
NIFTY25JUN2010000PE,2020-05-29,12:05:00,664.0,664.0,659.6,659.6,300
NIFTY25JUN2010000PE,2020-05-29,12:06:00,659.6,659.6,659.0,659.6,525
NIFTY25JUN2010000PE,2020-05-29,12:07:00,659.6,659.6,657.0,658.0,300
NIFTY25JUN2010000PE,2020-05-29,12:08:00,658.0,658.0,655.0,655.0,300
NIFTY25JUN2010000PE,2020-05-29,12:09:00,655.0,657.0,654.0,654.0,600
NIFTY25JUN2010000PE,2020-05-29,12:10:00,654.0,660.0,654.0,657.0,600
NIFTY25JUN2010000PE,2020-05-29,12:13:00,657.0,657.0,650.0,650.0,225
NIFTY25JUN2010000PE,2020-05-29,12:15:00,650.0,653.85,650.0,653.85,75
NIFTY25JUN2010000PE,2020-05-29,12:16:00,653.85,653.85,640.0,640.0,150
NIFTY25JUN2010000PE,2020-05-29,12:17:00,640.0,640.0,640.0,640.0,75
NIFTY25JUN2010000PE,2020-05-29,12:19:00,640.0,640.0,640.0,640.0,150
NIFTY25JUN2010000PE,2020-05-29,12:23:00,640.0,648.0,640.0,648.0,75
NIFTY25JUN2010000PE,2020-05-29,12:24:00,648.0,648.0,648.0,648.0,75
NIFTY25JUN2010000PE,2020-05-29,12:25:00,648.0,648.0,645.0,646.0,225
NIFTY25JUN2010000PE,2020-05-29,12:28:00,646.0,650.95,646.0,650.95,75
NIFTY25JUN2010000PE,2020-05-29,12:29:00,650.95,650.95,650.0,650.0,75
NIFTY25JUN2010000PE,2020-05-29,12:31:00,650.0,653.0,642.5,642.5,450
NIFTY25JUN2010000PE,2020-05-29,12:33:00,642.5,646.2,642.5,646.2,75
NIFTY25JUN2010000PE,2020-05-29,12:34:00,646.2,646.9,646.15,646.9,225
NIFTY25JUN2010000PE,2020-05-29,12:35:00,646.9,651.15,646.9,651.15,75
NIFTY25JUN2010000PE,2020-05-29,12:37:00,651.15,651.15,646.65,647.0,225
NIFTY25JUN2010000PE,2020-05-29,12:38:00,647.0,650.35,647.0,650.35,75
NIFTY25JUN2010000PE,2020-05-29,12:40:00,650.35,650.35,650.35,650.35,75
NIFTY25JUN2010000PE,2020-05-29,12:41:00,650.35,650.45,650.35,650.45,150
NIFTY25JUN2010000PE,2020-05-29,12:42:00,650.45,653.8,650.45,653.8,300
NIFTY25JUN2010000PE,2020-05-29,12:43:00,653.8,656.1,653.8,654.0,525
NIFTY25JUN2010000PE,2020-05-29,12:44:00,654.0,654.0,654.0,654.0,75
NIFTY25JUN2010000PE,2020-05-29,12:45:00,654.0,654.0,654.0,654.0,75
NIFTY25JUN2010000PE,2020-05-29,12:46:00,654.0,654.0,650.1,650.1,150
NIFTY25JUN2010000PE,2020-05-29,12:47:00,650.1,650.1,645.0,645.0,75
NIFTY25JUN2010000PE,2020-05-29,12:48:00,645.0,645.0,641.35,641.35,75
NIFTY25JUN2010000PE,2020-05-29,12:49:00,641.35,641.9,637.55,637.55,375
NIFTY25JUN2010000PE,2020-05-29,12:50:00,638.45,639.9,638.45,639.9,150
NIFTY25JUN2010000PE,2020-05-29,12:51:00,639.9,642.0,639.9,642.0,75
NIFTY25JUN2010000PE,2020-05-29,12:54:00,642.0,642.0,631.55,631.55,225
NIFTY25JUN2010000PE,2020-05-29,13:01:00,631.55,633.25,631.55,633.25,75
NIFTY25JUN2010000PE,2020-05-29,13:03:00,633.25,633.25,631.55,631.55,1875
NIFTY25JUN2010000PE,2020-05-29,13:05:00,631.55,631.55,624.75,624.75,450
NIFTY25JUN2010000PE,2020-05-29,13:07:00,624.75,633.75,624.75,633.75,75
NIFTY25JUN2010000PE,2020-05-29,13:08:00,633.75,633.75,631.15,631.15,375
NIFTY25JUN2010000PE,2020-05-29,13:11:00,631.15,650.0,631.15,650.0,525
NIFTY25JUN2010000PE,2020-05-29,13:13:00,650.0,650.0,649.25,649.25,75
NIFTY25JUN2010000PE,2020-05-29,13:15:00,649.25,650.0,649.1,650.0,300
NIFTY25JUN2010000PE,2020-05-29,13:17:00,650.0,650.0,643.55,643.55,150
NIFTY25JUN2010000PE,2020-05-29,13:19:00,643.55,648.0,643.55,648.0,75
NIFTY25JUN2010000PE,2020-05-29,13:23:00,648.0,648.0,645.4,645.4,75
NIFTY25JUN2010000PE,2020-05-29,13:25:00,645.4,645.4,639.25,639.25,150
NIFTY25JUN2010000PE,2020-05-29,13:26:00,639.25,642.0,639.25,642.0,150
NIFTY25JUN2010000PE,2020-05-29,13:30:00,642.0,644.9,633.35,633.35,375
NIFTY25JUN2010000PE,2020-05-29,13:33:00,633.35,639.0,633.35,639.0,75
NIFTY25JUN2010000PE,2020-05-29,13:37:00,639.0,639.0,634.0,634.0,150
NIFTY25JUN2010000PE,2020-05-29,13:38:00,634.0,637.75,634.0,635.0,450
NIFTY25JUN2010000PE,2020-05-29,13:39:00,635.0,635.0,630.0,630.0,525
NIFTY25JUN2010000PE,2020-05-29,13:40:00,630.0,630.0,628.8,628.8,75
NIFTY25JUN2010000PE,2020-05-29,13:41:00,628.8,632.5,628.8,632.5,75
NIFTY25JUN2010000PE,2020-05-29,13:42:00,632.5,632.5,631.5,631.5,75
NIFTY25JUN2010000PE,2020-05-29,13:45:00,631.5,631.5,626.0,630.05,675
NIFTY25JUN2010000PE,2020-05-29,13:46:00,630.05,631.65,630.05,631.65,450
NIFTY25JUN2010000PE,2020-05-29,13:47:00,631.65,631.65,628.8,628.8,225
NIFTY25JUN2010000PE,2020-05-29,13:48:00,628.8,628.8,625.2,625.2,150
NIFTY25JUN2010000PE,2020-05-29,13:49:00,625.2,625.7,625.2,625.7,225
NIFTY25JUN2010000PE,2020-05-29,13:50:00,625.7,625.7,623.9,623.9,150
NIFTY25JUN2010000PE,2020-05-29,13:51:00,623.9,625.0,623.9,625.0,75
NIFTY25JUN2010000PE,2020-05-29,13:52:00,625.0,627.45,623.6,626.3,375
NIFTY25JUN2010000PE,2020-05-29,13:53:00,626.3,627.55,623.2,627.55,2100
NIFTY25JUN2010000PE,2020-05-29,13:55:00,627.55,636.65,627.55,636.65,75
NIFTY25JUN2010000PE,2020-05-29,13:57:00,636.65,636.65,634.15,634.15,75
NIFTY25JUN2010000PE,2020-05-29,13:58:00,634.15,634.15,627.15,627.15,300
NIFTY25JUN2010000PE,2020-05-29,13:59:00,627.15,635.0,627.15,635.0,525
NIFTY25JUN2010000PE,2020-05-29,14:01:00,635.0,635.0,625.0,625.0,450
NIFTY25JUN2010000PE,2020-05-29,14:02:00,625.0,626.95,625.0,626.95,150
NIFTY25JUN2010000PE,2020-05-29,14:03:00,626.95,627.2,626.0,626.0,375
NIFTY25JUN2010000PE,2020-05-29,14:04:00,626.0,626.0,617.65,617.65,450
NIFTY25JUN2010000PE,2020-05-29,14:05:00,617.65,617.65,605.55,607.8,1200
NIFTY25JUN2010000PE,2020-05-29,14:06:00,607.8,607.8,596.5,596.5,2625
NIFTY25JUN2010000PE,2020-05-29,14:07:00,596.5,603.85,596.5,603.85,150
NIFTY25JUN2010000PE,2020-05-29,14:08:00,603.85,603.85,601.0,601.1,750
NIFTY25JUN2010000PE,2020-05-29,14:09:00,601.1,601.1,599.7,600.2,450
NIFTY25JUN2010000PE,2020-05-29,14:10:00,600.2,609.2,600.2,609.2,300
NIFTY25JUN2010000PE,2020-05-29,14:11:00,609.2,609.2,606.0,606.25,525
NIFTY25JUN2010000PE,2020-05-29,14:12:00,606.25,610.0,606.25,608.7,300
NIFTY25JUN2010000PE,2020-05-29,14:13:00,608.7,608.7,603.2,603.2,150
NIFTY25JUN2010000PE,2020-05-29,14:14:00,603.2,603.2,602.9,602.9,75
NIFTY25JUN2010000PE,2020-05-29,14:15:00,602.9,606.0,602.9,606.0,300
NIFTY25JUN2010000PE,2020-05-29,14:16:00,606.0,606.0,605.8,605.8,75
NIFTY25JUN2010000PE,2020-05-29,14:18:00,605.8,605.8,605.0,605.0,75
NIFTY25JUN2010000PE,2020-05-29,14:19:00,605.0,605.0,600.0,601.0,900
NIFTY25JUN2010000PE,2020-05-29,14:21:00,601.0,608.0,601.0,607.5,450
NIFTY25JUN2010000PE,2020-05-29,14:22:00,607.5,607.5,601.85,601.85,225
NIFTY25JUN2010000PE,2020-05-29,14:23:00,601.85,605.15,601.85,604.6,600
NIFTY25JUN2010000PE,2020-05-29,14:25:00,604.6,609.9,604.6,609.9,75
NIFTY25JUN2010000PE,2020-05-29,14:26:00,609.9,622.45,609.9,621.8,1350
NIFTY25JUN2010000PE,2020-05-29,14:27:00,621.8,633.7,619.0,633.7,1275
NIFTY25JUN2010000PE,2020-05-29,14:28:00,635.0,635.0,626.7,626.7,1725
NIFTY25JUN2010000PE,2020-05-29,14:29:00,626.7,631.95,626.7,631.95,375
NIFTY25JUN2010000PE,2020-05-29,14:30:00,631.95,631.95,621.0,621.0,75
NIFTY25JUN2010000PE,2020-05-29,14:31:00,621.0,623.9,620.4,620.4,1050
NIFTY25JUN2010000PE,2020-05-29,14:32:00,620.4,620.4,610.0,616.95,600
NIFTY25JUN2010000PE,2020-05-29,14:33:00,616.95,620.0,616.95,620.0,450
NIFTY25JUN2010000PE,2020-05-29,14:34:00,620.0,622.8,620.0,622.8,375
NIFTY25JUN2010000PE,2020-05-29,14:36:00,622.8,622.8,622.6,622.6,75
NIFTY25JUN2010000PE,2020-05-29,14:37:00,622.6,622.6,612.7,612.7,150
NIFTY25JUN2010000PE,2020-05-29,14:38:00,612.7,615.2,612.7,615.2,150
NIFTY25JUN2010000PE,2020-05-29,14:39:00,615.2,615.2,614.5,614.5,750
NIFTY25JUN2010000PE,2020-05-29,14:40:00,614.5,614.5,606.0,606.0,675
NIFTY25JUN2010000PE,2020-05-29,14:41:00,606.0,609.55,606.0,609.55,375
NIFTY25JUN2010000PE,2020-05-29,14:42:00,609.55,610.05,609.55,610.05,75
NIFTY25JUN2010000PE,2020-05-29,14:43:00,610.05,611.1,610.05,611.1,75
NIFTY25JUN2010000PE,2020-05-29,14:45:00,611.1,611.1,601.2,601.2,1875
NIFTY25JUN2010000PE,2020-05-29,14:47:00,601.2,601.65,598.7,601.65,225
NIFTY25JUN2010000PE,2020-05-29,14:48:00,601.65,601.65,597.0,599.8,2475
NIFTY25JUN2010000PE,2020-05-29,14:49:00,599.8,600.0,599.15,599.15,1125
NIFTY25JUN2010000PE,2020-05-29,14:50:00,599.65,605.0,599.65,605.0,1500
NIFTY25JUN2010000PE,2020-05-29,14:51:00,605.0,605.0,602.8,602.8,750
NIFTY25JUN2010000PE,2020-05-29,14:52:00,602.8,605.35,600.2,605.35,1575
NIFTY25JUN2010000PE,2020-05-29,14:53:00,605.35,605.35,602.0,602.0,225
NIFTY25JUN2010000PE,2020-05-29,14:54:00,602.0,606.35,602.0,604.75,975
NIFTY25JUN2010000PE,2020-05-29,14:55:00,604.75,607.2,604.75,606.0,150
NIFTY25JUN2010000PE,2020-05-29,14:56:00,606.0,607.0,606.0,607.0,75
NIFTY25JUN2010000PE,2020-05-29,14:57:00,607.0,607.0,606.0,606.0,225
NIFTY25JUN2010000PE,2020-05-29,14:59:00,606.0,606.0,600.7,604.0,525
NIFTY25JUN2010000PE,2020-05-29,15:00:00,604.0,604.0,597.5,600.0,150
NIFTY25JUN2010000PE,2020-05-29,15:01:00,600.0,600.0,589.0,589.35,750
NIFTY25JUN2010000PE,2020-05-29,15:02:00,589.35,589.35,581.35,581.35,675
NIFTY25JUN2010000PE,2020-05-29,15:03:00,581.15,582.55,581.15,582.55,300
NIFTY25JUN2010000PE,2020-05-29,15:04:00,583.0,583.0,579.05,580.5,2625
NIFTY25JUN2010000PE,2020-05-29,15:05:00,580.5,580.5,579.1,579.1,525
NIFTY25JUN2010000PE,2020-05-29,15:06:00,579.1,586.35,577.8,586.1,600
NIFTY25JUN2010000PE,2020-05-29,15:07:00,586.35,586.35,581.65,583.9,1425
NIFTY25JUN2010000PE,2020-05-29,15:08:00,583.9,584.05,580.5,583.0,675
NIFTY25JUN2010000PE,2020-05-29,15:09:00,581.0,588.05,581.0,588.0,975
NIFTY25JUN2010000PE,2020-05-29,15:10:00,585.95,588.25,581.6,581.6,1200
NIFTY25JUN2010000PE,2020-05-29,15:11:00,581.6,581.6,574.6,575.05,900
NIFTY25JUN2010000PE,2020-05-29,15:12:00,575.05,575.6,575.0,575.6,300
NIFTY25JUN2010000PE,2020-05-29,15:13:00,575.6,579.0,575.6,579.0,675
NIFTY25JUN2010000PE,2020-05-29,15:14:00,579.0,580.3,579.0,579.8,6825
NIFTY25JUN2010000PE,2020-05-29,15:15:00,579.8,580.75,579.0,580.4,525
NIFTY25JUN2010000PE,2020-05-29,15:16:00,580.4,583.0,578.85,582.0,1575
NIFTY25JUN2010000PE,2020-05-29,15:17:00,582.0,582.0,582.0,582.0,75
NIFTY25JUN2010000PE,2020-05-29,15:18:00,582.0,583.95,582.0,583.75,675
NIFTY25JUN2010000PE,2020-05-29,15:19:00,583.75,587.0,583.75,587.0,975
NIFTY25JUN2010000PE,2020-05-29,15:20:00,585.0,587.0,584.1,587.0,5250
NIFTY25JUN2010000PE,2020-05-29,15:21:00,587.0,587.0,582.2,582.35,4575
NIFTY25JUN2010000PE,2020-05-29,15:22:00,582.35,588.0,582.35,587.0,225
NIFTY25JUN2010000PE,2020-05-29,15:23:00,587.0,588.95,587.0,588.95,75
NIFTY25JUN2010000PE,2020-05-29,15:24:00,588.95,589.75,588.95,589.75,150
NIFTY25JUN2010000PE,2020-05-29,15:25:00,589.75,589.75,587.7,587.8,4125
NIFTY25JUN2010000PE,2020-05-29,15:26:00,587.8,593.45,587.8,593.45,1425
NIFTY25JUN2010000PE,2020-05-29,15:27:00,593.45,596.0,593.45,594.0,2925
NIFTY25JUN2010000PE,2020-05-29,15:28:00,594.0,595.0,590.6,590.6,3300
NIFTY25JUN2010000PE,2020-05-29,15:29:00,590.6,594.0,585.1,594.0,900
